mes,conglome,vivienda,hogar,parentesco,nivel_educativo,edad_jefe,sexo_jefe,pobreza,tamano_hogar,dominio,estrato,factor07,pobre_binario
08,006514,004,11,3,sup. univ. incompleta,18,Hombre,No Pobre,3.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,0
08,006514,046,11,1,primaria incompleta,69,Mujer,Pobre No Extremo,2.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,1
08,006514,046,11,2,primaria completa,75,Hombre,Pobre No Extremo,2.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,1
08,006514,067,11,1,secundaria completa,54,Mujer,Pobre No Extremo,2.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,1
08,006514,067,11,3,sup. univ. completa,26,Hombre,Pobre No Extremo,2.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,1
08,006514,170,11,1,sup. univ. completa,60,Hombre,No Pobre,3.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,0
08,006514,170,11,2,primaria incompleta,52,Mujer,No Pobre,3.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,0
08,006514,170,11,11,sup. no univ. completa,66,Hombre,No Pobre,3.0,sierra centro,"de 100,000 a 499,999 habitantes",283.5486755371094,0
08,006544,037,11,1,secundaria completa,48,Mujer,No Pobre,2.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,037,11,3,secundaria completa,17,Hombre,No Pobre,2.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,1,secundaria completa,44,Hombre,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,2,maestría / doctorado,42,Mujer,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,3,secundaria completa,24,Hombre,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,3,sin nivel,22,Hombre,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,3,secundaria completa,20,Hombre,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,3,primaria completa,12,Mujer,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,087,11,3,primaria incompleta,7,Mujer,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,0
08,006544,113,11,1,primaria incompleta,46,Hombre,Pobre No Extremo,6.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,1
08,006544,113,11,2,primaria incompleta,41,Mujer,Pobre No Extremo,6.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,1
08,006544,113,11,3,sup. univ. incompleta,19,Mujer,Pobre No Extremo,6.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,1
08,006544,113,11,3,secundaria incompleta,16,Hombre,Pobre No Extremo,6.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,1
08,006544,113,11,3,primaria completa,12,Mujer,Pobre No Extremo,6.0,selva,"de 20,000 a 49,999 habitantes",230.6464385986328,1
08,006577,025,11,1,primaria incompleta,52,Hombre,Pobre No Extremo,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,025,11,2,sin nivel,62,Mujer,Pobre No Extremo,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,1,primaria completa,43,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,2,sin nivel,46,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,secundaria completa,23,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,secundaria completa,21,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,secundaria completa,19,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,secundaria incompleta,15,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,primaria incompleta,9,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,027,11,3,sin nivel,3,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,029,11,1,primaria incompleta,76,Hombre,No Pobre,1.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,091,11,1,primaria completa,34,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,091,11,2,primaria incompleta,51,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,092,11,1,primaria incompleta,37,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,092,11,2,primaria incompleta,21,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,092,11,3,primaria incompleta,7,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,102,11,1,primaria incompleta,46,Hombre,No Pobre,1.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006577,106,11,1,primaria completa,39,Hombre,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,106,11,2,sin nivel,34,Mujer,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,106,11,3,secundaria incompleta,13,Hombre,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,106,11,3,primaria incompleta,11,Hombre,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,106,11,3,primaria incompleta,9,Mujer,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,106,11,3,educación inicial,6,Mujer,Pobre Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,117,11,1,primaria completa,58,Hombre,Pobre Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,117,11,2,sin nivel,48,Mujer,Pobre Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,117,11,3,secundaria incompleta,16,Hombre,Pobre Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006577,117,11,3,primaria completa,13,Hombre,Pobre Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,1,primaria completa,42,Hombre,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,2,primaria completa,43,Mujer,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,3,sup. no univ. incompleta,18,Hombre,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,3,secundaria incompleta,15,Hombre,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,3,secundaria incompleta,13,Mujer,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,003,11,3,primaria incompleta,9,Hombre,Pobre No Extremo,7.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,004,11,1,primaria incompleta,41,Hombre,No Pobre,6.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,004,11,2,primaria completa,32,Mujer,No Pobre,6.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,004,11,3,secundaria completa,19,Hombre,No Pobre,6.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,004,11,3,secundaria incompleta,15,Mujer,No Pobre,6.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,004,11,3,educación inicial,7,Mujer,No Pobre,6.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,006,11,1,primaria incompleta,45,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,006,11,3,secundaria incompleta,13,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,007,11,1,primaria incompleta,46,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,007,11,2,primaria completa,44,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,007,11,3,secundaria incompleta,14,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,007,11,3,primaria incompleta,9,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,015,11,1,secundaria completa,37,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,015,11,2,secundaria completa,33,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,015,11,3,primaria incompleta,11,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,015,11,3,sin nivel,3,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,024,11,1,primaria incompleta,46,Hombre,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,024,11,2,secundaria incompleta,42,Mujer,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,024,11,3,primaria incompleta,9,Mujer,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,024,11,3,educación inicial,6,Hombre,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,1
08,006579,052,11,1,secundaria incompleta,48,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,052,11,3,secundaria completa,17,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,056,11,1,primaria incompleta,55,Hombre,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,056,11,2,secundaria completa,30,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006579,056,11,3,primaria completa,12,Mujer,No Pobre,4.0,selva,Área de empadronamiento rural (aer) compuesto,117.85704040527344,0
08,006630,066,11,1,primaria incompleta,78,Mujer,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,066,11,3,secundaria completa,42,Hombre,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,068,11,1,primaria completa,65,Mujer,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,069,11,1,primaria incompleta,43,Hombre,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,069,11,2,secundaria incompleta,35,Mujer,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,069,11,3,primaria incompleta,12,Mujer,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,069,11,3,primaria incompleta,10,Hombre,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,069,11,6,primaria incompleta,67,Mujer,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,070,11,1,primaria incompleta,40,Hombre,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,070,11,2,secundaria completa,36,Mujer,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,070,11,3,primaria incompleta,11,Mujer,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,070,11,3,primaria incompleta,10,Mujer,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,175,11,1,primaria completa,59,Hombre,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,175,11,3,sup. univ. completa,26,Hombre,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,176,11,1,sin nivel,81,Mujer,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,0
08,006630,178,11,1,sin nivel,84,Mujer,Pobre No Extremo,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,179,11,1,primaria completa,44,Hombre,Pobre Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,179,11,2,primaria incompleta,37,Mujer,Pobre Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,179,11,3,primaria incompleta,11,Mujer,Pobre Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006630,179,11,3,educación inicial,4,Hombre,Pobre Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,190.91761779785156,1
08,006655,034,11,1,primaria incompleta,68,Hombre,Pobre No Extremo,3.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,034,11,2,sin nivel,64,Mujer,Pobre No Extremo,3.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,034,11,3,primaria completa,20,Mujer,Pobre No Extremo,3.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,037,11,1,sin nivel,67,Mujer,Pobre No Extremo,1.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,078,11,1,primaria incompleta,77,Hombre,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,2,primaria incompleta,64,Mujer,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,3,primaria incompleta,38,Mujer,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,3,primaria incompleta,29,Hombre,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,3,primaria incompleta,26,Mujer,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,3,sup. no univ. incompleta,22,Hombre,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,078,11,3,primaria completa,19,Hombre,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,079,11,1,sin nivel,64,Mujer,Pobre Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,079,11,3,sin nivel,34,Mujer,Pobre Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,079,11,5,educación inicial,8,Mujer,Pobre Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,079,11,3,sin nivel,3,Hombre,Pobre Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,079,11,5,primaria incompleta,9,Hombre,Pobre Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,080,11,1,primaria incompleta,74,Mujer,Pobre No Extremo,2.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,080,11,5,primaria incompleta,10,Hombre,Pobre No Extremo,2.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,081,11,1,sin nivel,79,Hombre,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,081,11,2,sin nivel,71,Mujer,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,081,11,3,primaria incompleta,33,Mujer,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,081,11,3,primaria incompleta,7,Hombre,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,082,11,1,primaria incompleta,68,Hombre,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,082,11,3,sin nivel,40,Mujer,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,0
08,006655,083,11,1,sin nivel,29,Hombre,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,083,11,2,sin nivel,25,Mujer,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,083,11,3,primaria incompleta,10,Hombre,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,083,11,3,educación inicial,7,Hombre,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,083,11,3,sin nivel,5,Mujer,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006655,083,11,3,sin nivel,3,Mujer,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) simple,190.91761779785156,1
08,006689,014,11,1,sup. univ. incompleta,47,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,014,11,3,secundaria completa,19,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,014,11,5,sin nivel,3,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,033,11,1,primaria completa,67,Hombre,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,046,11,1,secundaria completa,21,Mujer,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,057,11,1,sup. univ. completa,64,Hombre,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,102,11,1,secundaria completa,42,Mujer,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,102,11,3,sup. univ. completa,24,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,102,11,3,secundaria completa,22,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,102,11,3,secundaria incompleta,15,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,117,11,1,sup. univ. completa,69,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,117,11,2,sup. univ. completa,70,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006689,117,11,3,primaria incompleta,12,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",157.7859649658203,0
08,006719,009,11,1,sup. no univ. completa,46,Hombre,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,009,11,2,sup. univ. completa,49,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,009,11,3,sup. univ. incompleta,21,Hombre,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,009,11,3,sup. univ. incompleta,18,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,009,11,3,secundaria incompleta,16,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,009,11,3,sup. univ. incompleta,23,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,023,11,1,sup. univ. completa,57,Hombre,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,023,11,3,secundaria incompleta,15,Hombre,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,058,11,1,sup. univ. completa,63,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,058,11,2,sup. univ. completa,58,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,058,11,3,sup. univ. completa,30,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,082,11,1,sup. no univ. completa,70,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,082,11,2,sup. no univ. completa,70,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,082,11,3,sup. univ. completa,42,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,082,11,4,sup. no univ. completa,44,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,082,11,5,educación inicial,5,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,091,11,1,sup. no univ. incompleta,71,Mujer,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,115,11,1,sup. univ. completa,66,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,115,11,2,sup. univ. completa,67,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,115,11,3,sup. no univ. completa,41,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,115,11,5,sup. univ. incompleta,21,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006719,115,11,5,secundaria incompleta,15,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",39.76874923706055,0
08,006734,007,11,1,sup. univ. completa,64,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,007,11,2,sup. no univ. incompleta,61,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,007,11,3,secundaria completa,37,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,007,11,3,sup. univ. completa,27,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,007,11,3,sup. no univ. completa,23,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,020,11,1,sup. univ. completa,63,Mujer,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,040,11,1,primaria completa,78,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,040,11,2,primaria completa,77,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,040,11,5,sup. univ. incompleta,27,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,053,11,1,sup. univ. completa,57,Hombre,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,063,11,1,primaria incompleta,86,Hombre,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,063,11,2,sin nivel,87,Mujer,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,1,sup. univ. completa,63,Hombre,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,2,sup. univ. completa,53,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,3,sup. univ. incompleta,28,Hombre,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,3,sup. univ. completa,26,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,3,sup. univ. completa,25,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,3,sup. univ. incompleta,21,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,076,11,3,primaria incompleta,12,Mujer,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,109,11,1,secundaria incompleta,28,Hombre,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006734,109,11,2,sup. no univ. completa,21,Mujer,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",118.3394775390625,0
08,006747,017,11,1,sup. no univ. completa,39,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,017,11,2,sup. univ. completa,41,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,017,11,3,educación inicial,6,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,017,11,6,primaria incompleta,81,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,033,11,1,secundaria incompleta,64,Mujer,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,067,11,1,primaria incompleta,77,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,067,11,3,sup. no univ. incompleta,45,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,067,11,5,primaria incompleta,11,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,0
08,006747,098,11,1,secundaria completa,46,Mujer,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,1
08,006747,098,11,3,secundaria incompleta,25,Hombre,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,1
08,006747,098,11,3,primaria incompleta,14,Hombre,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,1
08,006747,098,11,3,primaria incompleta,9,Mujer,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",257.6450500488281,1
