mes,conglome,vivienda,hogar,parentesco,nivel_educativo,edad_jefe,sexo_jefe,pobreza,tamano_hogar,dominio,estrato,factor07,pobre_binario
07,005052,003,11,1,sup. univ. completa,57,Hombre,No Pobre,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,003,11,2,sup. univ. completa,52,Mujer,No Pobre,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,003,11,3,sup. univ. completa,25,Mujer,No Pobre,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,003,11,3,sup. univ. completa,24,Hombre,No Pobre,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,005,11,1,primaria completa,64,Hombre,No Pobre,3.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,005,11,2,primaria completa,55,Mujer,No Pobre,3.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,005,11,3,sup. no univ. incompleta,18,Hombre,No Pobre,3.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,010,11,1,primaria incompleta,68,Hombre,Pobre No Extremo,2.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,010,11,3,sup. no univ. incompleta,17,Mujer,Pobre No Extremo,2.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,013,11,1,primaria completa,59,Hombre,Pobre No Extremo,5.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,013,11,2,primaria incompleta,54,Mujer,Pobre No Extremo,5.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,013,11,3,primaria completa,29,Hombre,Pobre No Extremo,5.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,013,11,3,secundaria completa,23,Hombre,Pobre No Extremo,5.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,013,11,3,secundaria completa,18,Mujer,Pobre No Extremo,5.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,016,11,1,sup. no univ. incompleta,32,Hombre,No Pobre,2.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,016,11,3,primaria completa,12,Hombre,No Pobre,2.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,0
07,005052,058,11,1,primaria completa,57,Hombre,Pobre No Extremo,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,058,11,2,primaria completa,53,Mujer,Pobre No Extremo,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,058,11,3,secundaria incompleta,15,Hombre,Pobre No Extremo,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005052,058,11,3,sin nivel,10,Hombre,Pobre No Extremo,4.0,selva,"de 2,000 a 19,999 habitantes",505.76837158203125,1
07,005109,025,11,1,primaria completa,51,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,025,11,3,secundaria incompleta,16,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,026,11,1,secundaria completa,32,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,026,11,3,primaria incompleta,12,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,070,11,1,primaria completa,34,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,070,11,6,sin nivel,74,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,071,11,1,primaria incompleta,55,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,2,primaria incompleta,52,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,3,secundaria completa,20,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,3,secundaria incompleta,15,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,3,primaria completa,13,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,3,secundaria completa,22,Hombre,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,4,secundaria incompleta,17,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,071,11,5,primaria incompleta,10,Mujer,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,073,11,1,primaria incompleta,44,Hombre,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,073,11,2,secundaria incompleta,44,Mujer,No Pobre,2.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,074,11,1,primaria completa,49,Hombre,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,074,11,2,primaria incompleta,42,Mujer,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,074,11,3,secundaria incompleta,14,Hombre,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,074,11,3,primaria completa,12,Mujer,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,1
07,005109,108,11,1,primaria completa,54,Mujer,No Pobre,3.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,108,11,3,sin nivel,33,Hombre,No Pobre,3.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,108,11,3,sin nivel,21,Mujer,No Pobre,3.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,111,11,1,primaria completa,54,Hombre,No Pobre,1.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,111,11,3,secundaria completa,26,Hombre,No Pobre,1.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005109,111,11,4,secundaria completa,19,Mujer,No Pobre,1.0,selva,Área de empadronamiento rural (aer) compuesto,68.5603256225586,0
07,005122,001,11,1,primaria incompleta,62,Mujer,No Pobre,1.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,001,11,10,primaria incompleta,59,Hombre,No Pobre,1.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,008,11,1,primaria incompleta,63,Hombre,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,2,primaria incompleta,45,Mujer,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,3,secundaria incompleta,17,Mujer,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,3,secundaria incompleta,16,Mujer,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,3,primaria incompleta,11,Mujer,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,3,primaria incompleta,10,Mujer,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,008,11,3,primaria incompleta,8,Hombre,Pobre No Extremo,8.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,1
07,005122,014,11,1,primaria incompleta,73,Mujer,No Pobre,1.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,024,11,1,primaria completa,58,Mujer,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,024,11,3,sup. univ. incompleta,20,Hombre,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,024,11,3,sup. univ. completa,26,Hombre,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,061,11,1,sup. no univ. completa,70,Hombre,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,061,11,2,primaria incompleta,63,Mujer,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,1,primaria incompleta,52,Hombre,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,2,primaria incompleta,46,Mujer,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,3,secundaria completa,24,Hombre,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,3,secundaria incompleta,17,Hombre,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,3,educación inicial,5,Hombre,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,5,primaria incompleta,10,Mujer,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,065,11,5,primaria incompleta,7,Mujer,No Pobre,7.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,078,11,1,secundaria incompleta,59,Hombre,No Pobre,6.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,078,11,2,primaria incompleta,52,Mujer,No Pobre,6.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,078,11,3,sup. univ. incompleta,30,Hombre,No Pobre,6.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,078,11,3,sup. univ. incompleta,25,Mujer,No Pobre,6.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,078,11,5,primaria incompleta,7,Mujer,No Pobre,6.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,086,11,1,primaria completa,57,Hombre,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,086,11,2,primaria completa,45,Mujer,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,086,11,3,primaria incompleta,12,Mujer,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005122,086,11,3,primaria incompleta,7,Mujer,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",68.5603256225586,0
07,005143,006,11,1,primaria completa,50,Hombre,Pobre No Extremo,4.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,1
07,005143,006,11,2,primaria incompleta,43,Mujer,Pobre No Extremo,4.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,1
07,005143,006,11,3,primaria incompleta,10,Hombre,Pobre No Extremo,4.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,1
07,005143,006,11,6,primaria incompleta,89,Mujer,Pobre No Extremo,4.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,1
07,005143,013,11,1,primaria completa,53,Mujer,No Pobre,2.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,013,11,3,secundaria incompleta,19,Hombre,No Pobre,2.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,027,11,1,secundaria completa,46,Hombre,No Pobre,3.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,027,11,2,secundaria completa,41,Mujer,No Pobre,3.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,027,11,3,secundaria incompleta,16,Hombre,No Pobre,3.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,041,11,1,primaria incompleta,81,Mujer,No Pobre,2.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005143,041,11,3,secundaria completa,48,Mujer,No Pobre,2.0,sierra norte,"de 500 a 1,999 habitantes",79.91311645507812,0
07,005206,005,11,1,secundaria completa,46,Hombre,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,005,11,2,secundaria completa,50,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,005,11,3,secundaria incompleta,16,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,005,11,3,primaria incompleta,11,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,005,11,3,primaria incompleta,9,Mujer,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,024,11,1,secundaria incompleta,57,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,024,11,2,secundaria completa,44,Mujer,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,024,11,3,secundaria completa,19,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,024,11,3,primaria incompleta,10,Hombre,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,030,11,1,secundaria incompleta,45,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,030,11,3,primaria incompleta,13,Mujer,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,030,11,3,primaria incompleta,12,Hombre,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,034,11,1,sin nivel,60,Mujer,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,034,11,3,secundaria completa,27,Hombre,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,0
07,005206,094,11,1,secundaria incompleta,55,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,3,secundaria completa,20,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,3,sup. univ. incompleta,31,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,4,secundaria completa,27,Hombre,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,5,primaria completa,12,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,5,primaria incompleta,9,Hombre,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,5,educación inicial,7,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,094,11,5,educación inicial,5,Mujer,Pobre No Extremo,9.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,156,11,1,secundaria incompleta,77,Hombre,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,156,11,2,primaria completa,67,Mujer,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,156,11,3,secundaria completa,46,Hombre,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,156,11,5,educación inicial,4,Hombre,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005206,156,11,3,secundaria completa,40,Mujer,Pobre No Extremo,5.0,costa centro,"de 100,000 a 499,999 habitantes",408.2249450683594,1
07,005217,003,11,1,sin nivel,75,Mujer,No Pobre,1.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,022,11,1,secundaria completa,37,Mujer,Pobre Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,022,11,3,secundaria incompleta,16,Mujer,Pobre Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,022,11,3,primaria incompleta,10,Mujer,Pobre Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,022,11,3,primaria incompleta,8,Mujer,Pobre Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,022,11,3,educación inicial,5,Hombre,Pobre Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,027,11,1,primaria completa,46,Hombre,Pobre No Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,027,11,2,primaria completa,43,Mujer,Pobre No Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,027,11,3,primaria completa,25,Mujer,Pobre No Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,027,11,5,sin nivel,5,Hombre,Pobre No Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,1
07,005217,038,11,1,primaria incompleta,66,Hombre,No Pobre,2.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,038,11,2,sin nivel,56,Mujer,No Pobre,2.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,093,11,1,primaria incompleta,49,Hombre,No Pobre,4.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,093,11,2,sin nivel,24,Mujer,No Pobre,4.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,093,11,3,primaria incompleta,7,Mujer,No Pobre,4.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,093,11,3,sin nivel,4,Mujer,No Pobre,4.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,103,11,1,secundaria completa,46,Hombre,No Pobre,3.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,103,11,2,primaria incompleta,44,Mujer,No Pobre,3.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005217,103,11,3,sup. no univ. incompleta,23,Hombre,No Pobre,3.0,costa centro,"de 2,000 a 19,999 habitantes",327.9228515625,0
07,005235,003,11,1,primaria incompleta,47,Mujer,Pobre Extremo,4.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,003,11,3,sup. no univ. completa,21,Mujer,Pobre Extremo,4.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,003,11,3,secundaria incompleta,14,Hombre,Pobre Extremo,4.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,003,11,3,primaria incompleta,11,Mujer,Pobre Extremo,4.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,010,11,1,primaria incompleta,33,Hombre,Pobre No Extremo,5.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,010,11,2,primaria completa,37,Mujer,Pobre No Extremo,5.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,010,11,3,secundaria incompleta,14,Mujer,Pobre No Extremo,5.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,010,11,3,primaria incompleta,12,Hombre,Pobre No Extremo,5.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,010,11,3,educación inicial,5,Hombre,Pobre No Extremo,5.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,1,primaria completa,41,Hombre,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,2,secundaria incompleta,42,Mujer,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,3,secundaria completa,22,Mujer,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,3,secundaria incompleta,14,Mujer,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,3,primaria completa,13,Mujer,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,041,11,3,educación inicial,6,Mujer,Pobre No Extremo,6.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,1,secundaria incompleta,33,Hombre,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,2,sin nivel,40,Mujer,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,3,secundaria incompleta,14,Mujer,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,3,primaria incompleta,11,Hombre,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,3,educación inicial,5,Mujer,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,3,sin nivel,3,Hombre,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,3,secundaria incompleta,16,Mujer,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,049,11,4,secundaria completa,28,Hombre,Pobre No Extremo,10.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,062,11,1,primaria completa,86,Mujer,No Pobre,1.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,0
07,005235,071,11,1,primaria incompleta,83,Mujer,No Pobre,1.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,0
07,005235,086,11,1,primaria completa,83,Hombre,Pobre No Extremo,2.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005235,086,11,2,primaria incompleta,80,Mujer,Pobre No Extremo,2.0,sierra centro,"de 500 a 1,999 habitantes",186.6990509033203,1
07,005243,007,11,1,primaria completa,64,Hombre,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,007,11,2,sup. no univ. completa,52,Mujer,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,007,11,3,primaria incompleta,8,Hombre,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,007,11,6,secundaria completa,76,Mujer,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,1,sup. no univ. completa,53,Hombre,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,2,sup. no univ. incompleta,43,Mujer,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,3,sup. univ. completa,25,Hombre,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,3,sup. univ. incompleta,19,Mujer,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,3,secundaria incompleta,16,Hombre,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,3,primaria completa,12,Hombre,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,030,11,3,primaria incompleta,10,Hombre,No Pobre,7.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,044,11,1,sup. no univ. incompleta,61,Hombre,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,044,11,2,sup. univ. completa,56,Mujer,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,044,11,3,sup. univ. completa,33,Mujer,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,052,11,1,sup. no univ. completa,43,Hombre,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,052,11,2,sup. no univ. completa,37,Mujer,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,052,11,3,primaria completa,12,Hombre,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,072,11,1,secundaria completa,52,Hombre,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,072,11,2,secundaria completa,50,Mujer,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,072,11,3,primaria incompleta,9,Hombre,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,072,11,3,sup. no univ. incompleta,31,Mujer,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005243,072,11,5,sin nivel,3,Hombre,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",116.64929962158203,0
07,005246,008,11,1,sup. univ. completa,55,Hombre,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,008,11,2,sup. no univ. completa,45,Mujer,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,008,11,3,secundaria completa,22,Hombre,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,008,11,3,secundaria incompleta,16,Mujer,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,008,11,3,primaria incompleta,10,Mujer,No Pobre,5.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,026,11,1,,30,Hombre,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,026,11,2,secundaria completa,26,Mujer,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,026,11,3,educación inicial,5,Hombre,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,1,maestría / doctorado,41,Mujer,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,3,secundaria incompleta,14,Mujer,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,3,educación inicial,7,Hombre,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,11,sup. univ. completa,25,Hombre,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,11,sup. univ. incompleta,33,Hombre,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,4,sup. no univ. completa,30,Mujer,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,057,11,7,educación inicial,5,Mujer,No Pobre,8.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,071,11,1,secundaria completa,30,Mujer,No Pobre,2.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
07,005246,071,11,3,primaria completa,12,Hombre,No Pobre,2.0,sierra centro,"de 50,000 a 99,999 habitantes",129.61033630371094,0
