mes,conglome,vivienda,hogar,pobreza,tamano_hogar,dominio,estrato,factor07,pobre_binario
01,005009,012,11,No Pobre,2.0,sierra norte,"de 20,000 a 49,999 habitantes",149.20274353027344,0
01,005009,041,11,No Pobre,2.0,sierra norte,"de 20,000 a 49,999 habitantes",149.20274353027344,0
01,005009,098,11,No Pobre,6.0,sierra norte,"de 20,000 a 49,999 habitantes",149.20274353027344,0
01,005015,007,11,No Pobre,4.0,sierra norte,"de 20,000 a 49,999 habitantes",70.49259185791016,0
01,005015,019,11,No Pobre,4.0,sierra norte,"de 20,000 a 49,999 habitantes",70.49259185791016,0
01,005015,070,11,No Pobre,4.0,sierra norte,"de 20,000 a 49,999 habitantes",70.49259185791016,0
01,005015,085,11,No Pobre,4.0,sierra norte,"de 20,000 a 49,999 habitantes",70.49259185791016,0
01,005015,117,11,No Pobre,1.0,sierra norte,"de 20,000 a 49,999 habitantes",70.49259185791016,0
01,005032,014,11,No Pobre,4.0,selva,"de 20,000 a 49,999 habitantes",144.83636474609375,0
01,005032,047,11,No Pobre,2.0,selva,"de 20,000 a 49,999 habitantes",144.83636474609375,0
01,005032,064,11,No Pobre,2.0,selva,"de 20,000 a 49,999 habitantes",144.83636474609375,0
01,005032,096,11,No Pobre,2.0,selva,"de 20,000 a 49,999 habitantes",144.83636474609375,0
01,005032,114,11,No Pobre,3.0,selva,"de 20,000 a 49,999 habitantes",144.83636474609375,0
01,005049,003,11,No Pobre,4.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,0
01,005049,009,11,No Pobre,7.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,0
01,005049,019,11,No Pobre,6.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,0
01,005049,024,11,No Pobre,4.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,0
01,005049,028,11,No Pobre,1.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,0
01,005049,035,11,Pobre No Extremo,3.0,selva,"de 20,000 a 49,999 habitantes",314.66998291015625,1
01,005062,019,11,No Pobre,4.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005062,034,11,No Pobre,4.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005062,052,11,No Pobre,3.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005062,067,11,No Pobre,3.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005062,078,11,No Pobre,3.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005062,093,11,No Pobre,2.0,sierra norte,"de 2,000 a 19,999 habitantes",202.730712890625,0
01,005063,025,11,No Pobre,4.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,0
01,005063,037,11,No Pobre,2.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,0
01,005063,050,11,Pobre No Extremo,5.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,1
01,005063,062,11,No Pobre,1.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,0
01,005063,077,11,No Pobre,3.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,0
01,005063,088,11,Pobre No Extremo,6.0,sierra norte,"de 2,000 a 19,999 habitantes",133.4781494140625,1
01,005091,007,11,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,022,11,No Pobre,3.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,050,11,No Pobre,3.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,063,11,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,075,11,No Pobre,5.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,090,11,No Pobre,5.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,114,11,No Pobre,2.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005091,129,11,No Pobre,4.0,selva,"de 500 a 1,999 habitantes",91.458984375,0
01,005124,010,11,No Pobre,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005124,012,11,Pobre No Extremo,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005124,013,11,Pobre Extremo,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005124,098,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005124,100,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005124,101,11,No Pobre,7.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005124,102,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005124,104,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005127,034,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005127,036,11,Pobre No Extremo,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005127,037,11,Pobre Extremo,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005127,079,11,Pobre No Extremo,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005127,080,11,No Pobre,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005127,081,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005127,091,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005127,096,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005134,001,11,Pobre No Extremo,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005134,002,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005134,003,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005134,128,11,Pobre No Extremo,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005134,129,11,No Pobre,1.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005134,134,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005134,137,11,No Pobre,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005137,009,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,011,11,No Pobre,1.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,012,11,No Pobre,5.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,054,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,056,11,No Pobre,4.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,057,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005137,058,11,Pobre No Extremo,5.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,1
01,005137,060,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) simple,68.0834732055664,0
01,005138,025,11,Pobre No Extremo,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005138,028,11,Pobre No Extremo,7.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005138,111,11,Pobre No Extremo,5.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005138,118,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005138,119,11,Pobre Extremo,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005138,120,11,Pobre No Extremo,7.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005138,121,11,Pobre No Extremo,1.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005149,022,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005149,023,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005149,024,11,Pobre No Extremo,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005149,037,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005149,038,11,No Pobre,1.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005149,054,11,No Pobre,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005149,056,11,Pobre No Extremo,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005159,002,11,No Pobre,1.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,003,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,005,11,Pobre No Extremo,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005159,072,11,No Pobre,6.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,073,11,No Pobre,3.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,074,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,075,11,No Pobre,2.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,0
01,005159,077,11,Pobre No Extremo,4.0,sierra norte,Área de empadronamiento rural (aer) compuesto,68.0834732055664,1
01,005168,072,11,No Pobre,2.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,0
01,005168,073,11,No Pobre,1.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,0
01,005168,074,11,No Pobre,2.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,0
01,005168,075,11,Pobre No Extremo,2.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,1
01,005168,196,11,No Pobre,4.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,0
01,005168,197,11,Pobre No Extremo,8.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,1
01,005168,205,11,No Pobre,5.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,0
01,005168,206,11,Pobre No Extremo,4.0,selva,Área de empadronamiento rural (aer) simple,91.458984375,1
01,005170,010,11,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005170,027,11,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005170,045,11,No Pobre,5.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005170,078,11,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005170,096,11,No Pobre,2.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005170,129,11,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",516.8226928710938,0
01,005173,001,11,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005173,018,11,Pobre No Extremo,6.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,1
01,005173,047,11,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005173,063,11,No Pobre,6.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005173,077,11,Pobre No Extremo,8.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,1
01,005173,094,11,No Pobre,7.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,011,11,No Pobre,1.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,049,11,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,062,11,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,075,11,No Pobre,6.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,101,11,No Pobre,3.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005212,113,11,No Pobre,4.0,costa centro,"de 100,000 a 499,999 habitantes",375.2652893066406,0
01,005218,007,11,No Pobre,5.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,0
01,005218,036,11,No Pobre,3.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,0
01,005218,053,11,No Pobre,2.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,0
01,005218,068,11,Pobre No Extremo,5.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,1
01,005218,082,11,No Pobre,6.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,0
01,005218,099,11,No Pobre,3.0,costa centro,"de 2,000 a 19,999 habitantes",365.3115539550781,0
01,005224,035,11,No Pobre,3.0,costa centro,"de 20,000 a 49,999 habitantes",414.4937438964844,0
01,005224,061,11,No Pobre,10.0,costa centro,"de 20,000 a 49,999 habitantes",414.4937438964844,0
01,005224,138,11,No Pobre,2.0,costa centro,"de 20,000 a 49,999 habitantes",414.4937438964844,0
01,005224,164,11,No Pobre,6.0,costa centro,"de 20,000 a 49,999 habitantes",414.4937438964844,0
01,005224,215,11,No Pobre,2.0,costa centro,"de 20,000 a 49,999 habitantes",414.4937438964844,0
01,005242,073,11,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,074,11,No Pobre,5.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,076,11,No Pobre,6.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,153,11,Pobre No Extremo,11.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,1
01,005242,160,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,162,11,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,163,11,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005242,164,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) simple,174.95391845703125,0
01,005244,025,11,No Pobre,6.0,sierra centro,"de 50,000 a 99,999 habitantes",371.6087646484375,0
01,005244,039,11,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",371.6087646484375,0
01,005244,084,11,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",371.6087646484375,0
01,005244,105,11,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",371.6087646484375,0
01,005244,129,11,No Pobre,6.0,sierra centro,"de 50,000 a 99,999 habitantes",371.6087646484375,0
01,005258,032,11,No Pobre,4.0,sierra centro,"de 50,000 a 99,999 habitantes",167.3355255126953,0
01,005258,071,11,No Pobre,3.0,sierra centro,"de 50,000 a 99,999 habitantes",167.3355255126953,0
01,005258,089,11,No Pobre,2.0,sierra centro,"de 50,000 a 99,999 habitantes",167.3355255126953,0
01,005258,102,11,No Pobre,2.0,sierra centro,"de 50,000 a 99,999 habitantes",167.3355255126953,0
01,005258,133,11,No Pobre,1.0,sierra centro,"de 50,000 a 99,999 habitantes",167.3355255126953,0
01,005269,012,11,No Pobre,3.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,0
01,005269,028,11,Pobre No Extremo,5.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,1
01,005269,048,11,No Pobre,2.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,0
01,005269,071,11,No Pobre,4.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,0
01,005269,085,11,No Pobre,4.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,0
01,005269,113,11,No Pobre,3.0,sierra centro,"de 2,000 a 19,999 habitantes",206.1539764404297,0
01,005283,017,11,No Pobre,7.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005283,018,11,No Pobre,3.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005283,019,11,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005283,042,11,Pobre No Extremo,3.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005283,043,11,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005283,049,11,Pobre No Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005283,050,11,Pobre No Extremo,6.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005283,053,11,Pobre No Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005303,018,11,No Pobre,4.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,030,11,No Pobre,5.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,040,11,Pobre No Extremo,2.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,1
01,005303,063,11,No Pobre,3.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,074,11,No Pobre,2.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,084,11,No Pobre,4.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,095,11,No Pobre,3.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005303,107,11,No Pobre,5.0,sierra centro,"de 500 a 1,999 habitantes",174.95391845703125,0
01,005316,073,11,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005316,075,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005316,158,11,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005316,159,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005316,163,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005316,165,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005316,166,11,Pobre No Extremo,5.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005316,167,11,No Pobre,3.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,010,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,012,11,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,024,11,No Pobre,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,029,11,Pobre No Extremo,4.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,1
01,005328,030,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,037,11,No Pobre,6.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,047,11,No Pobre,2.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005328,048,11,No Pobre,1.0,sierra centro,Área de empadronamiento rural (aer) compuesto,174.95391845703125,0
01,005350,006,11,No Pobre,4.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,018,11,No Pobre,2.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,031,11,No Pobre,1.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,042,11,No Pobre,2.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,088,11,No Pobre,6.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,100,11,No Pobre,3.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,111,11,No Pobre,3.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005350,123,11,No Pobre,2.0,sierra sur,"de 50,000 a 99,999 habitantes",45.75202560424805,0
01,005357,016,11,No Pobre,2.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,0
01,005357,038,11,No Pobre,5.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,0
01,005357,059,11,Pobre No Extremo,5.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,1
01,005357,101,11,No Pobre,6.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,0
01,005357,122,11,No Pobre,3.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,0
01,005357,146,11,No Pobre,3.0,sierra sur,"de 50,000 a 99,999 habitantes",526.5420532226562,0
01,005362,004,11,No Pobre,4.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005362,034,11,No Pobre,1.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005362,049,11,No Pobre,3.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005362,079,11,No Pobre,2.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005362,095,11,No Pobre,4.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005362,124,11,No Pobre,3.0,sierra sur,"de 2,000 a 19,999 habitantes",327.846923828125,0
01,005365,001,11,No Pobre,1.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005365,020,11,No Pobre,2.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005365,057,11,No Pobre,4.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005365,076,11,No Pobre,4.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005365,093,11,No Pobre,3.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005365,112,11,No Pobre,4.0,sierra sur,"de 20,000 a 49,999 habitantes",612.1713256835938,0
01,005386,025,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,027,11,Pobre No Extremo,7.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005386,028,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,083,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,084,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,093,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,094,11,No Pobre,5.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005386,096,11,No Pobre,5.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,027,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,029,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,030,11,Pobre No Extremo,3.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005398,063,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,064,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,066,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005398,067,11,Pobre No Extremo,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005398,070,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,005,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,006,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,008,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,010,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,119,11,Pobre No Extremo,7.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005408,121,11,Pobre No Extremo,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005408,123,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005408,125,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,066,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,068,11,No Pobre,6.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,070,11,No Pobre,6.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,071,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,206,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,208,11,Pobre No Extremo,4.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,1
01,005435,211,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005435,212,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) compuesto,113.57172393798828,0
01,005437,005,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,015,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,016,11,No Pobre,4.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,102,11,No Pobre,1.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,105,11,No Pobre,6.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,107,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,110,11,No Pobre,2.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005437,112,11,No Pobre,3.0,sierra sur,Área de empadronamiento rural (aer) simple,113.57172393798828,0
01,005450,009,11,No Pobre,5.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,014,11,No Pobre,1.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,025,11,No Pobre,1.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,030,11,No Pobre,5.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,035,11,Pobre Extremo,5.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,1
01,005450,045,11,No Pobre,1.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,056,11,No Pobre,1.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
01,005450,061,11,No Pobre,1.0,sierra sur,"de 500 a 1,999 habitantes",113.57172393798828,0
